bvals,bvals_corrected,base_sigma,base_snr,base_shannon,base_euler,gauss_sigma,gauss_snr,gauss_shannon,gauss_euler,gauss_psnr,gauss_ssim,gauss_mse,lpca_sigma,lpca_snr,lpca_shannon,lpca_euler,lpca_psnr,lpca_ssim,lpca_mse,mppca_sigma,mppca_snr,mppca_shannon,mppca_euler,mppca_psnr,mppca_ssim,mppca_mse,nlm_sigma,nlm_snr,nlm_shannon,nlm_euler,nlm_psnr,nlm_ssim,nlm_mse,mrtrix_sigma,mrtrix_snr,mrtrix_shannon,mrtrix_euler,mrtrix_psnr,mrtrix_ssim,mrtrix_mse,p2s_sigma,p2s_snr,p2s_shannon,p2s_euler,p2s_psnr,p2s_ssim,p2s_mse
5.0,0,501.0668,0.5399566987313755,9.37258071085151,9.37258071085151,268.37518,0.5656569597509432,9.35375751244546,12,43.97104074470217,0.993746478874064,43029.79606666667,493.4302,0.5410578384935504,9.245936765648207,386,51.559342015416824,0.9988351785369253,7497.891658333333,496.94073,0.5400879918980893,9.214959836199723,634,57.713445576507986,0.9996406726995398,1817.727613095238,461.9378,0.48066396902877095,3.7882248826134877,42,44.17017785865772,0.9695678845046569,41101.301698809526,498.65378,0.540248692035675,19.527224033084266,1028,55.87097084252238,0.9994532566714575,2778.281698166656,512.80273,1.17350204712554,9.360111916855804,2,30.740394572195036,0.5973922351824331,905386.2717571429
2510.0,2500,113.18348,0.6267533504036096,8.066566945325674,8.066566945325674,51.5027,0.6583933643249645,7.9722368647751445,5,57.292841324469066,0.9993856747801297,2002.5770273809524,56.51196,0.6576159274145124,7.8633421113466415,7,53.12377556973773,0.998403591263757,5229.929147619047,66.364944,0.651385799407238,7.8692208191322255,27,55.19450136264535,0.9990042832742205,3246.5584488095237,84.47971,0.491641748445903,3.247091550674121,630,54.38808372478626,0.9948142181229218,3908.993873809524,72.74645,0.6496983766555786,19.52448377887291,328,54.015126555534906,0.9986980233412008,4259.520441098726,60.773483,0.8136342868641911,7.863974096972298,2,51.55701921673361,0.9956401334408762,7501.90293452381
1500.0,1500,139.81561,0.5886678061123078,8.3159897059029,8.3159897059029,67.94161,0.6097253265616449,8.229134703497358,9,55.29502560527721,0.9990570806022402,3172.2748035714285,96.77677,0.6003277570810055,8.134707122908418,26,52.77912898906421,0.998329284118304,5661.877429761905,104.98794,0.5970773150474342,8.129405120617106,42,55.2005409498241,0.999034165546308,3242.046707142857,111.362885,0.4906702220090979,3.331477624328585,604,53.275878379655246,0.9935335637946678,5049.9319321428575,109.62301,0.5970173478126526,19.525195637087176,345,53.92209202258034,0.9987092335412657,4351.752224847056,99.6412,1.0091012495357585,8.198846316077407,2,45.28605144959333,0.9576725737215092,31788.366925
1205.0,1200,156.01477,0.5843724911493571,8.41379313965263,8.41379313965263,77.06047,0.6047445928283183,8.325269207635827,4,54.30799813861046,0.9988416362297723,3981.745963095238,119.227066,0.5930118246648218,8.239106853642554,42,52.67522325175336,0.9983165101369064,5798.972338095238,126.20641,0.5903123042578103,8.229926213525943,52,55.2539845777425,0.9990607577357702,3202.3950404761904,125.88124,0.49584309105288693,3.4071355325282577,499,52.606021764210745,0.9928490023173643,5892.114609523809,130.53041,0.5904319286346436,19.525060821477055,374,53.94879891783519,0.9987382674902522,4325.073283553749,122.43524,1.0594752080057568,8.300370984332135,2,43.205635719862315,0.931300522658974,51322.73480238095
1005.0,1000,163.34657,0.5840479368154367,8.496830886910013,8.496830886910013,81.06641,0.60071895633339,8.407481515910575,9,53.89532805589339,0.9987421489776349,4378.653273809524,125.66378,0.5907275785890361,8.322589508776346,23,52.436089400775245,0.9982319585867286,6127.2333761904765,133.99081,0.5884743116900428,8.313510211373593,50,55.23141174226049,0.9990596786327828,3219.0831,131.41417,0.5047450448856082,3.49212609122191,361,52.19954739297834,0.9923848390667521,6470.213671428572,138.66837,0.5884845852851868,19.525208802146718,355,53.86107434854202,0.9987189817050963,4413.325173653309,130.25398,0.6529344947403867,8.390096896899973,2,50.89723236200104,0.9959786890241021,8732.731876190475
2500.0,2500,114.69551,0.6125099576044953,8.084730233597957,8.084730233597957,52.699368,0.6426543263218158,8.001736711226055,5,57.165036753435444,0.9993694846852635,2062.3847416666667,59.522934,0.6402236679705058,7.902135679110679,8,53.14973134765599,0.9984194504464479,5198.765491666667,69.5434,0.6340489632891155,7.902003343467382,23,55.26589894638798,0.999023988078508,3193.6216785714287,86.510376,0.4823684939556617,3.27308477139192,638,54.466682987512804,0.9948253871919321,3838.884657142857,75.81961,0.6325773596763611,19.5249793785902,275,54.081080238564454,0.9987222814563331,4195.322376222143,63.977512,0.9530096552031878,7.9139489281507505,2,49.52554393968129,0.9874883750543308,11976.198022619048
1505.0,1500,142.27246,0.5919632245972011,8.320852072625929,8.320852072625929,68.77733,0.6135453665052416,8.230089064516552,11,55.16429208991664,0.999027048388833,3269.2200464285715,99.26234,0.6033070508453757,8.132886204809267,6,52.823397986466325,0.9983424478603001,5604.4572869047615,107.444046,0.6003416123977416,8.132292543711266,34,55.14622988441329,0.9990204600803321,3282.844969047619,112.876366,0.49406878219529954,3.3514106823521077,512,53.17035965164962,0.9934944310560624,5174.130726190476,111.56118,0.6005541682243347,19.525392719081236,286,53.90285471407252,0.9987023307527804,4371.0713020939,101.06502,0.6556233618385895,8.18229232465398,2,51.81822622969058,0.9973234607976187,7064.000792857143
705.0,700,185.8877,0.5794727822220336,8.638486988360048,8.638486988360048,94.65042,0.5955406321935266,8.560605774124067,13,52.710642233143226,0.9984270327319155,5751.871021428571,153.11699,0.5840077337788169,8.472533507557154,39,52.39964536151497,0.998275662105891,6178.866701190476,160.56976,0.5822682322736196,8.46006879400952,102,55.27655951097329,0.999096408089386,3185.791954761905,152.91867,0.5094336388477317,3.610147443120013,317,51.37884084753732,0.9913203521026321,7816.085069047619,164.28584,0.5824933052062988,19.52576324897708,467,53.87012691307204,0.9987613370122174,4404.135487156216,159.09851,0.7739148739355336,8.55206351855445,2,46.649736343133895,0.9746391672991939,23222.00573452381
2495.0,2500,114.11636,0.6135622260892725,8.078678777073755,8.078678777073755,52.58321,0.6445936165998064,7.995002024337232,15,57.2036729478382,0.9993755307109247,2044.1184940476192,59.12434,0.6416577176313679,7.89433348593866,8,53.198838844569195,0.9984379271232555,5140.311973809524,68.97824,0.6355294936997785,7.895880483977829,31,55.279113221251066,0.9990266440164607,3183.9192166666667,86.46767,0.48117288413585446,3.2529949718621713,695,54.46160109478751,0.9947968544820917,3843.3793535714285,74.88472,0.6341654658317566,19.52485601302466,338,54.108010039481485,0.99873087540329,4169.388443749275,63.577705,1.056700520329317,7.8979380125355645,2,48.27461402646621,0.9800861669050798,15973.936719047619
1200.0,1200,154.12668,0.5849032637668689,8.418780614003413,8.418780614003413,75.61438,0.6029770410979357,8.328605623797356,13,54.43335902959248,0.9988688360161173,3868.454198809524,114.716644,0.5930414438170191,8.237188943784762,20,52.61468972868612,0.9982847854173132,5880.366427380953,123.04283,0.5905230675188425,8.23222035660588,48,55.23010736500268,0.9990508727355334,3220.050077380952,123.305305,0.49922159074995526,3.416544974796084,446,52.6516528827633,0.9929043543545111,5830.530533333334,127.51498,0.5906530618667603,19.525129378590194,334,53.896942058780716,0.9987169898851773,4377.026302647882,117.956604,0.8232382817293684,8.316382691337987,2,47.553556952057654,0.9789960941747214,18858.956860714286
