bvals,bvals_corrected,base_sigma,base_snr,base_shannon,base_euler,gauss_sigma,gauss_snr,gauss_shannon,gauss_euler,gauss_psnr,gauss_ssim,gauss_mse,lpca_sigma,lpca_snr,lpca_shannon,lpca_euler,lpca_psnr,lpca_ssim,lpca_mse,mppca_sigma,mppca_snr,mppca_shannon,mppca_euler,mppca_psnr,mppca_ssim,mppca_mse,nlm_sigma,nlm_snr,nlm_shannon,nlm_euler,nlm_psnr,nlm_ssim,nlm_mse,mrtrix_sigma,mrtrix_snr,mrtrix_shannon,mrtrix_euler,mrtrix_psnr,mrtrix_ssim,mrtrix_mse,p2s_sigma,p2s_snr,p2s_shannon,p2s_euler,p2s_psnr,p2s_ssim,p2s_mse
5.0,0,521.97815,0.517631606437738,9.386954214618715,9.386954214618715,281.78796,0.5448260260987077,9.387428244106617,14,49.61425884929738,0.9935585165603456,46937.58303095238,506.89456,0.5188103462200048,9.282002137028353,425,57.224069815450804,0.9987731598825572,8138.411140476191,516.12305,0.5177060008424778,9.25127434465915,744,64.49004224016393,0.9997042737027353,1527.3634142857143,485.51373,0.4550988240864646,3.8309080924462804,101,49.92427137621483,0.9679121449204541,43703.82715476191,518.04205,0.5179079174995422,19.533238385140073,1154,62.38221295976649,0.9995271453998043,2481.5630362754746,500.0995,0.7796254991055375,9.366226027086842,2,43.69679579822726,0.8486682715140753,183344.13746785713
2510.0,2500,104.34114,0.6214091930239244,7.976410771343093,7.976410771343093,47.33072,0.654047517910724,7.908419055702479,14,64.02907805979555,0.9994768126000212,1698.3953869047618,49.027294,0.6548028598900569,7.811897808867358,16,59.7441974481789,0.9986022398670317,4555.403621428572,58.95859,0.647705487905675,7.8169843756633,12,61.831015494427426,0.9991366630152458,2817.377604761905,77.87423,0.4805639421809907,3.2646650989241057,763,61.04134000038816,0.9954509853737945,3379.189970238095,65.01826,0.6461628079414368,19.530418660824566,259,60.61559137039254,0.9988598601654926,3727.2409634809783,53.74003,0.7927398099880837,7.8413880764437724,2,58.382422755533064,0.9967585886793209,6233.103408333333
1500.0,1500,125.9866,0.5882817511682592,8.227074438815205,8.227074438815205,60.80067,0.6105091921887231,8.163241347770558,19,62.24055599658162,0.9992303837785235,2563.840525,81.32266,0.6019983614097849,8.07089049387832,13,59.330688021897345,0.9985098588782625,5010.462376190476,90.47993,0.5981302128691188,8.070943909189484,22,61.77924500842964,0.99914591876302,2851.1633952380953,99.903496,0.48256972148948174,3.3732348109199632,821,59.97480076534113,0.9943213257673889,4319.828754761905,94.972565,0.5982311367988586,19.530867715601328,296,60.466239859898614,0.9988482366216994,3857.648218757902,84.821434,0.7075331115578705,8.13877077049707,2,57.6008767290969,0.9959519019539945,7462.0634
1205.0,1200,138.87805,0.5893623491082904,8.329661010714403,8.329661010714403,67.85341,0.6102202984073961,8.260872419234515,11,61.36790999101812,0.9990704215538563,3134.4085869047617,97.828674,0.5996644198803114,8.170228570196896,13,59.17910872130329,0.998468653534347,5188.427295238095,106.55503,0.5966510001228187,8.171414067544422,40,61.72184278958621,0.9991432304454357,2889.0983654761903,111.255135,0.493067522515684,3.4705648022553794,655,59.30093431993101,0.9936442568510614,5044.907126190476,110.740715,0.5968862175941467,19.530893369023968,329,60.385618445684834,0.9988385391285042,3929.9295310864118,100.92717,0.7431656329426765,8.222653955123176,2,56.61634050076009,0.9927831998015978,9360.791186904762
1000.0,1000,144.85085,0.5888004687315471,8.41476918569098,8.41476918569098,71.26629,0.6062107609472627,8.345677800423706,14,60.98442469439078,0.9989954864675307,3423.766498809524,105.638054,0.596873264027037,8.263009298758671,72,59.03624389738391,0.9984279504321802,5361.9433071428575,114.5464,0.5941972273101351,8.255905151369507,30,61.80179589260889,0.9991636690300395,2836.397005952381,116.1482,0.5021988764341461,3.58380797635815,505,58.96717507662203,0.9933157065319448,5447.899657142857,118.84866,0.5944951772689819,19.53112580368171,384,60.394972821148826,0.998848771477081,3921.473869088632,110.28781,0.8271828071808511,8.309774342594606,2,53.96773031332561,0.9804914964278322,17225.568985714286
2500.0,2500,106.10871,0.6039725324493462,7.988131139048503,7.988131139048503,48.71856,0.6349266917660115,7.925742760519389,11,63.866877303642084,0.9994595706181078,1763.02665,52.38859,0.6334615152258934,7.835423529350133,35,59.7267132196516,0.9986022843344095,4573.780152380952,62.6835,0.6266268255443017,7.835979710489736,10,61.90937294237344,0.9991548093311446,2767.000982142857,80.28188,0.4671484879253542,3.243378870039037,725,61.03183465139609,0.9953427109689272,3386.5940607142857,68.515755,0.6256747841835022,19.530401854514974,300,60.67997324270249,0.9988805495124001,3672.3941191897666,57.376244,0.9719654842983444,7.8603265174205434,2,55.95391133985237,0.9879857704428738,10903.237533333333
1505.0,1500,127.544716,0.5938755489974663,8.226715686688355,8.226715686688355,60.954956,0.6162796156019668,8.15945028871399,17,62.16453783442395,0.999213151021917,2609.1126119047617,82.88178,0.6075433069813237,8.069095856853624,9,59.38784409174299,0.9985170237798489,4944.953344047619,91.94325,0.6040011570281626,8.068965160184899,12,61.743376306064064,0.9991360109338943,2874.808875,100.3346,0.48739391795491893,3.391375822425718,715,59.85339888547415,0.9942324094725049,4442.288080952381,96.361755,0.604150652885437,19.530839144172756,302,60.44516918668882,0.9988386850074936,3876.4098537035825,86.00958,0.9056077558762597,8.124809357993637,2,54.41260079726558,0.9813289872552634,15548.429464285715
705.0,700,164.63411,0.5874707867944357,8.56583181563502,8.56583181563502,82.72078,0.6035538986898432,8.502575511352251,10,59.82254746246598,0.9987351788707086,4473.957572619048,125.8576,0.5934314096190306,8.412000658232092,39,58.669548850853765,0.9983330885299634,5834.33984047619,137.21957,0.5909690213357729,8.40579964163145,60,61.85262502516453,0.9991914010106533,2803.3937773809525,134.84616,0.5117119051870151,3.7081251581876495,427,58.07499280208597,0.9922850043516165,6690.326726190477,141.3998,0.5911238193511963,19.531283891762083,404,60.34452263419787,0.9988631750148708,3967.293622255262,131.98868,0.6501287325645448,8.47415817158534,1,56.871036590865785,0.9960759923071907,8827.606147619048
2500.0,2500,105.39369,0.6076345910696486,7.981478032694054,7.981478032694054,48.3016,0.640002113208481,7.91858851254797,17,63.931400586842926,0.9994679148199942,1737.026919047619,51.417675,0.6386177567082121,7.823456878857954,17,59.77183597388872,0.9986208220332168,4526.50505952381,61.36435,0.6314689732441372,7.825747157157619,9,61.890631243516395,0.9991498651450015,2778.9675988095237,79.38912,0.4686246706878795,3.254223772108255,830,61.07924485333272,0.995402673747944,3349.8250214285713,66.95201,0.6302473545074463,19.530234697342408,246,60.68628246372215,0.9988810558862536,3667.0629153199757,57.60849,0.807540655342519,7.853505703866187,2,58.01965704290276,0.9958535172174379,6776.117110714285
1200.0,1200,138.10347,0.5859613730586964,8.33435246206583,8.33435246206583,67.2717,0.604906207193277,8.265332757737493,13,61.423862687740716,0.9990822855983477,3094.2851904761906,96.11962,0.5956622452825415,8.174475916986893,17,59.170870036583565,0.9984657962443753,5198.279225,105.71609,0.5927390771159993,8.173771085577219,12,61.760582323037596,0.9991501266792799,2863.4418976190477,110.448204,0.49186254012377634,3.4708182266664145,617,59.30687507929892,0.9935732523324102,5038.010863095238,109.85423,0.5931443572044373,19.530864213994217,309,60.41190165811196,0.998844917928157,3906.217683272327,99.34525,0.8421386943975719,8.228916590510648,2,54.29029466174243,0.9816618642038784,15992.528795238095
