bvals,bvals_corrected,base_sigma,base_snr,base_shannon,base_euler,gauss_sigma,gauss_snr,gauss_shannon,gauss_euler,gauss_psnr,gauss_ssim,gauss_mse,lpca_sigma,lpca_snr,lpca_shannon,lpca_euler,lpca_psnr,lpca_ssim,lpca_mse,mppca_sigma,mppca_snr,mppca_shannon,mppca_euler,mppca_psnr,mppca_ssim,mppca_mse,nlm_sigma,nlm_snr,nlm_shannon,nlm_euler,nlm_psnr,nlm_ssim,nlm_mse,mrtrix_sigma,mrtrix_snr,mrtrix_shannon,mrtrix_euler,mrtrix_psnr,mrtrix_ssim,mrtrix_mse,p2s_sigma,p2s_snr,p2s_shannon,p2s_euler,p2s_psnr,p2s_ssim,p2s_mse,subject
0.0,0.0,27.612642271063308,0.0016351375650651798,0.037539962051422786,0.037539962051422786,15.63391249569918,0.001378210795088414,0.039222965789482526,3.8887301554906357,0.5085675030619092,0.00038717431552287514,4597.045125237004,29.478898514001127,0.0018336166013583346,0.038546161025537214,118.72264597231089,0.19702065298357663,7.601089080551457e-05,556.076339619245,28.253292457487756,0.0016765313209938714,0.03902623818340405,69.41021378570863,0.3786334295537589,3.943212089653518e-05,186.4395424120747,26.76302013933914,0.0009487499930103124,0.005934110386056648,14.945828106123052,0.38281273155075335,0.0012792730673032704,2667.797645763676,28.09371346522059,0.001676737465863318,0.00016991705343756154,62.26654175576336,0.257842448408636,4.1433386144589924e-05,188.98100465168395,28.003326589348394,0.1210369383388128,0.05447234102067501,0.0,3.9608061318468932,0.07720593612547269,80323.9537611568,sub-45698
3.9940431835899015,0.0,3.892677997747766,0.0015834799274629108,0.024404744787075824,0.024404744787075824,2.3981128733781922,0.0014682403239084595,0.023324343180869164,3.1847852585154217,0.21685137668644852,5.645157950167033e-05,226.5710086743893,4.8666566616261875,0.0017062947703539771,0.022636451674201,18.074712669783665,0.05556875435720738,2.2508355859092047e-05,74.47855652373458,4.765312543954632,0.0016331399857233886,0.02381891017817403,13.51965060128968,0.03867855935568488,1.0659405970791273e-05,27.246679264264614,3.7556942132850564,0.0020757261637627394,0.012160448006165137,21.81698770181054,0.15883854498772568,0.00024509676354963485,216.94779272812858,4.744499590537097,0.0016119379458045134,0.0001761834566297374,24.685642636580326,0.029238119230461296,1.276451138371483e-05,27.981640197124747,5.108712818626345,0.05951248245690027,0.03067774868441873,0.2581988897471611,1.4971704214773427,0.006480359030700875,4080.745011091743,sub-45698
4.867286327151526,0.0,1.2710710814727055,0.002365646782083157,0.010398097286746823,0.010398097286746823,0.8023724986965409,0.002262352779093092,0.010281960536540563,3.5956322710437765,0.07973590050392058,1.704605421080851e-05,62.702550018294524,1.9607416903269181,0.002441989686943474,0.010285211836313632,5.233591137113807,0.0833799572851023,3.00129226091195e-05,99.91451571090676,1.8024011173043342,0.002409460041980693,0.01066485350021802,6.543262619999729,0.04158916488352293,9.140660126191132e-06,29.32926087365662,1.3182631535618747,0.0024860531076970707,0.011672185120771604,29.68605572927978,0.05834194248485099,8.229840554979733e-05,64.33972220491857,1.8370670067375856,0.002399066188325954,0.00024124521433655478,25.94701560965382,0.02049350585389661,7.016800957740188e-06,19.16986318094353,2.420877800845551,0.07969450146614619,0.012238560688861765,0.560611910581388,1.5723336401152228,0.006001737870087827,3694.3340662950045,sub-45698
4.982313351013121,0.0,2.529807181052327,0.002502657037686452,0.02519031124557833,0.02519031124557833,1.5990723181982074,0.0025584784390771196,0.02466859818688246,3.642925192040355,0.18077981623490177,3.2541774700006984e-05,115.9294428085833,3.6527902565058095,0.0029409426972167333,0.02407314935286517,4.178604367881319,0.05427883793355652,1.8832409332095676e-05,63.328846552867574,3.4239135455884826,0.0028529250290160856,0.024836700228574173,5.637244989659961,0.027458747355738455,6.703924865545624e-06,19.342630459191838,2.52164630512187,0.0028672381583973085,0.013879206602890326,37.31291940872838,0.14201504271368734,0.00018259247417379143,134.90658356818923,3.312683282081872,0.002809087781639256,0.00021841110271114117,24.8288833081088,0.02588535623515977,8.595454488090752e-06,23.96283622528889,3.3980036914698797,0.12766943891679744,0.03213283332059179,0.5420196589926081,1.8086788732044188,0.017073152333788855,11834.852717861686,sub-45698
6.564304235034368,0.0,1.6005895879120406,0.006080635652441953,0.026984782990977108,0.026984782990977108,1.116681960953813,0.0066507075880256885,0.026693480494024435,3.239508359985264,0.14393050280734684,1.765564196033326e-05,60.92038764028142,2.782861372312129,0.007735445090539886,0.02554622077654815,2.30213375367719,0.04254515916174082,1.338881644848636e-05,45.856633033135466,2.6153407946233984,0.007558344253254879,0.026023198148532923,4.543404287813545,0.034944223011616,8.135404251595022e-06,23.773614653946023,1.5425456621823213,0.00512748107450491,0.016093486211909272,43.034924011605796,0.12166216506815691,0.00013547480341000317,90.0612079536813,2.431550120604877,0.007373098669033563,0.000240459596113847,22.169226296706764,0.035168862646622445,1.0259189954497157e-05,31.06269533106734,2.817348811476117,0.13047821776025492,0.041436942100038,0.40179776186713806,1.4089344462310234,0.006220428806007961,3380.9221861533315,sub-45698
0.0,0.0,3.0093074832230453,0.0007475948170537891,0.006523792831662595,0.006523792831662595,1.6095384851154606,0.0006295199597148336,0.006928498484857321,3.190262963734773,0.05820462095301975,5.336040525981575e-05,470.5951850805451,4.70580012608553,0.0008434889660938511,0.005114225081899435,107.52203908450066,0.2460864280114881,7.764484254259302e-05,519.7852023055178,2.217318733640054,0.0007248924297260142,0.007536999475619608,77.49523282829152,1.0350089813567684,6.378616958999164e-05,320.8893130589773,2.941752700588177,0.0007990118790201197,0.0045859217442126435,11.652848960185183,0.04998806575867364,0.00019319101423344922,338.40110891348263,2.0822413604705936,0.0007094898761664783,0.0002613309163429328,78.93605006586027,0.7406415232956682,6.745757914968588e-05,368.6489036830512,21.310558726546827,0.5502794199999266,0.03093696923724784,0.5676462121975469,7.983136554130285,0.21065390540240708,1786859.234434931,sub-73261
3.9940431835899015,0.0,1.2477862235544919,0.001164275088210125,0.008904924794915848,0.008904924794915848,0.7408565576626068,0.0011254986496250807,0.00983726599838872,4.14843630896315,0.07542117393069941,1.640569631356657e-05,62.01973173074661,2.2852016543001445,0.0011743966054027562,0.010074194763680658,11.277031017578544,0.11792752977096356,4.052641568798704e-05,136.4341305659209,1.8318466261001274,0.0012074747148047456,0.009327246254869056,7.3646517390909425,0.09381237928586963,1.531467689203796e-05,52.37527968567919,1.2792921172886222,0.0013636169535649837,0.017586911302410684,32.58351905926851,0.055787928973978135,7.840935108755859e-05,65.28460764518852,1.9412011768661916,0.0012014859607561283,0.0002379385571148175,35.51820458782872,0.04940565182379586,1.1588867108081914e-05,38.69320380633136,3.1301673968170496,0.10463086767069905,0.02329977008573776,0.2581988897471611,2.437214739569009,0.013940111229231117,9155.450020069775,sub-73261
4.6291004988627575,0.0,0.6241626413825889,0.0019958603240400443,0.008105996012893427,0.008105996012893427,0.3728735218659657,0.0022281838890195905,0.00949445864184118,3.8328157000404004,0.04320960366002471,7.4904900554150755e-06,25.266151679273936,1.3445027444833506,0.0021538404023185975,0.008810279367681816,5.4554472558998075,0.06627004121374284,2.0203196744009708e-05,65.73044056680065,0.9588083037392637,0.0021081523142170806,0.009012225753469476,7.606388292556649,0.029203358096212,5.697168013814088e-06,16.815974859011508,0.6970667571729756,0.002135049206190403,0.013995296237338873,44.12061390584419,0.03569379932408959,3.794068737497495e-05,32.527934918780296,0.9449132423011427,0.0021421188982860915,0.00023984735634908583,21.35727822858834,0.024552451988414083,6.665161312424041e-06,18.93251235350267,1.7522345329782287,0.12805459291026175,0.018308386292337758,0.48304589153964794,2.255597592368367,0.010244634037428505,6253.883006251468,sub-73261
5.142049977013224,0.0,0.6235322908276596,0.0025501803259298512,0.007068410952925724,0.007068410952925724,0.35045735562125047,0.002980663570981384,0.008752966886978263,4.209855265437543,0.04628194667384403,6.679439464620092e-06,22.67157011871008,1.3036934222633716,0.002803297702924577,0.00906231006563448,12.076158984511965,0.13078058022514572,4.0323318033344966e-05,130.84050793034805,1.0291803787854792,0.0027906439704278984,0.008456728242553658,5.5243682053060725,0.04808881287363932,8.682271089858961e-06,27.196286435696702,0.6439343297431391,0.002331932346637298,0.010116070621974116,34.83443893036345,0.040917904780879304,3.237558472047562e-05,33.3990163233805,1.085246104075663,0.002794376302200455,0.00024843028682317334,27.870767140804524,0.03400405503166577,8.665808401083251e-06,26.06036913135723,1.7033105194187559,0.17701039353931738,0.01730822012236339,0.5304299503265155,2.66440360158549,0.015515127924469352,9451.098467781168,sub-73261
6.523001575160747,0.0,0.540740835458212,0.0057350085212675254,0.011665864890129347,0.011665864890129347,0.34644185461461025,0.006827340868740687,0.012848011995124404,4.716541716741808,0.052215090468631806,5.068101076207782e-06,16.995682751620823,0.796791678649728,0.007310263687389828,0.014009791928792585,2.6316165004432936,0.08509752274461277,2.374439450407072e-05,75.84330898722612,0.8136310693855328,0.007118712358068229,0.013007027103938347,3.428707633502167,0.030812976146865928,5.6795465102988095e-06,17.065470094428022,0.7104732303184714,0.004259262447067218,0.011178528384827987,44.51361569207765,0.04357937356494888,3.0464009429992213e-05,27.746749317952343,0.8687825382631132,0.006998747332730946,0.00022325903357604785,27.060439526869988,0.0406160339689267,9.43363262118366e-06,29.44816561642249,1.0879895587309991,0.11840248019458649,0.021745683565536807,0.5524719225673148,1.0879227431017953,0.0036571932880593095,1968.1380198266436,sub-73261
